8|MEHARI_ITProductionEnvironment|||||||
08A|Security of operational procedures |||||||
08A01|Consideration of security in relation with operational personnel (permanent and temporary staff)|||||||
08A01-01|"Is there a security policy, specifically aimed at operations personnel, related to information systems?
This policy should cover the requirements for the protection of information as well as the protection of physical assets and processes and mention the forbidden behaviors"|4|||E1|11.2.1|9.2.1|
08D06-07|Are these plans tested at least once a year?|4|2||E2|17.1.2; 17.1.3|14.1.5|
08D06-08|"Are above tests able to guarantee that the staff capacity and the recovery systems can cope, under full operational load, the minimum IT services required by users?
The tests required to obtain this guarantee are preferably full scale tests of each variant of scenario, involving all users. The results of the tests have to be registered and analyzed in order to improve the capability of the organization to answer to the situations considered. "|4|3||E2|17.1.2; 17.1.3|14.1.5|
08D06-09|If the recovery solutions include delivery of hardware components (which cannot be triggered during tests), is there a contractual commitment by the manufacturer or any relevant third party (leaser, broker, distributor) to deliver the replacement hardware within fixed and anticipated time limits as stated in the recovery plan?|4|2||E2|||
08D06-10|Has the unavailability or failure of the recovery facility been considered and has a replacement solution been defined and validated (second level recovery)?|2|3||E2|||
08D06-11|Has this (second level  recovery) solution been validated?|2|3||E3|||
08D06-12|Is the recovery solution usable for an unlimited duration and, if not, has a follow on replacement solution been established?|2|3||E3|||
08D06-13|Are the existence, the pertinence and the updates of the IT services Recovery Plans regularly controlled?|2|3||C1|||
08D06-14|Is the updating of the above procedures within the recovery plan subject to regular audit?|2|3||C1|||
08D07|Anti virus protection for production servers |||||||
08D07-01|Have the measures to be taken by the IT staff been defined so as to prevent, detect and correct any attacks by malicious code (virus, spyware, other)?|2|3||E2|12.2.1|10.4.1|
08D07-02|Are production servers (including office and mail servers) protected by anti virus or malicious code software? |4|||E1|12.2.1|10.4.1|
08D07-03|Are several antivirus software (from different editors) simultaneously operating for the protection of the operation servers?|4|||E2|||
08D07-04|Are antivirus software products regularly and automatically updated (daily)?|4|2||E2|||
08D07-05|Is a subscription held with an emergency response center able to warn and anticipate large scale virus attacks for which the installed antivirus software is not yet up to date?|4|3||E3|||
08D07-06|Is there an emergency committee which can be implemented quickly in the case of alert or detection of viral infection? |4|3||E2|||
08D07-07|Is the activation and the update of antivirus software on servers subject to regular audit?|2|3||C1|||
08D08|Management of critical systems (regarding maintenance continuity) |||||||
08D08-01|"Have the consequences of the disappearance of a supplier been analyzed (in the case of failure, a bug or change requirement) and has a list of critical systems been established? 
This is valid for hardware, software or service providers"|2|||E2|||
08D08-02|For all critical systems, has a corrective solution been analyzed to cope with the failure or disappearance of a supplier (consignment of maintenance documentation or source code with a trusted third party, hardware replacement by standard market solutions etc.)?|2|||E2|||
08D08-03|Is there a guarantee that the corrective solutions could be made operational within time delays compatible with the continuity of the business and accepted by the users?|2|2||E2|||
08D08-04|Have variants to the primary solution been considered in case it might encounter unforeseen difficulties?|2|3||E3|||
08D08-05|Is there a regular review of critical systems and corrective solutions envisaged?|2|3||C1|||
08D09|Off site emergency (recourse) backups |||||||
08D09-01|Are all software backups and configuration files, which enable the restoration of the production environment, also saved at a location off premises (recourse backup)?|4|3||E1|||
08D09-02|Are all data saved for backup also saved at a location off premises (recourse backup)?|4|2||E1|||
08D09-03|Are regular tests carried out that these emergency backups can be read?|2|3||E2|||
08D10|Maintaining user accounts|||||||
08D10-01|Has it been defined with the users the maximum acceptable delay for reinstating their rights  following the  accidental or deliberate blocking of their accounts (application, system, or network?|4|||E1|||
08D10-02|Is the procedure to follow if an account is blocked defined? |4|||E2|||
08D10-03|Is this procedure known to users? |2|||E2|||
08D10-04|Does this procedure respect the maximum acceptable delay in the case of isolated blockage of several accounts (denial of service attack)? |2|2||E2|||
08D10-05|Is the possibility of simultaneous blockage of many accounts allowed for? |4|3||E3|||
08D10-06|Has the procedure to follow if many accounts are simultaneously blocked been defined with users? |4|3||E3|||
08D10-07|Are user account preservation procedures audited regularly?|2|2||C1|||
08E|Management and handling of incidents |||||||
08E01|Online detection and treatment of IT related abnormal events and incidents|||||||
08E01-01|Has a detailed analysis been carried out of the events or succession of events which may reveal abnormal behaviors or illicit actions and, as a consequence, have specific monitoring indicators or control points been identified?|4|||E2|16.1.4||
08E01-02|Is the system equipped with an automatic real time monitoring system in the case of an accumulation of abnormal events (for example unsuccessful connection attempts on non-open ports)?|4|||E3|16.1.4||
08E01-03|Is there one application able to analyze the individual anomaly diagnostic data and trigger an alert to operational personnel?|4|||E3|16.1.4||
08E01-04|Is there, within operational personnel, a team or individual available 24 hrs a day and capable of reacting in the case of an alert after this application has detected an anomaly?|4|2||E3|16.1.4||
08E01-05|Has the expected response time from the surveillance team been defined for each case of alert and are its availability and staffing level sufficient to meet these expectations?|4|||E3|16.1.4||
08E01-06|Are the alarm definition parameters strictly protected (restricted access rights and strong authentication) against illicit modification?|4|3||R1|||
08E01-07|Does the shutdown of the alarm system trigger an alert with the surveillance team?|4|3||R1|||
08E01-08|Are all the elements which enabled the detection of an anomaly or incident archived (on disk, cassette or DON etc.)?|2|||E2|||
08E01-09|Are the procedures of detection of the anomalies and the availability of the surveillance team subject to regular audit?|2|3||C1|||
08E02|Offline management of traces, logs and event journals|||||||
08E02-01|Has a detailed analysis been carried out of the events or succession of events which may have an impact on security (refused connections,  reconfigurations, changes in performance, access to sensitive data or tools etc.)?|2|||E1|||
08E02-02|Are these events recorded as well as the parameters useful for their subsequent analysis?|4|||E1|||
08E02-03|Is there an application able to analyze these records as well as performance measurements and to infer statistics, a dashboard, anomaly diagnostics, etc. for examination by a competent team?|4|2|3|E2|||
08E02-04|Is the structure in charge of the analysis of these summaries (or incident logs and security related events) obliged to do so at regular intervals and does it have sufficient availability?|4|||E2|||
08E02-05|Has the expected reaction from the surveillance team been defined for each case of alert and is its availability level sufficient to meet these expectations?|4|||E3|||
08E02-06|Are the parameters defining the elements to record and the summaries effected on these elements strictly protected against unauthorized change (limited rights and strong authentication)?|4|||R1|||
08E02-07|Is any inhibition of the recording and processing system immediately signaled to the surveillance team?|4|||R1|||
08E02-08|Are the records and summary analyses kept for a long period?|2|||E2|||
08E02-09|Are the procedures for recording, processing and analysis of the records and summaries as well as the availability of the analysis and corrective team subject to regular audit?|2|||C1|||
08E03|Management of system and application incidents|||||||
08E03-01|Is there a hot-line charged with taking and recording calls and to log and escalate all incidents?|2|||E1|16.1.5||
08E03-02|Is this hot-line team available 24 hours a day?|2|||E2|16.1.5||
08E03-03|Is there a system to support incident management?|1|||E2|16.1.5||
08E03-04|Does this system centralize incidents detected both by operational personnel and by users?|4|2||E2|16.1.5||
08E03-05|Does the system cater for a systematic follow-up of necessary actions?|4|||E3|16.1.5||
08E03-06|Does this system incorporate a categorization of incidents with statistics generation and dashboards destined for use by the Information Security Officer?|4|||E3|16.1.5||
08E03-07|"Is the incident management system strictly controlled with regard to unauthorized or inadvertent modification?
A strict control requires a reinforced protection in order to modify records and an audit trail of all modifications of records or protection by electronic seal on all records modification."|4|3||R1|||
08E03-08|Is each major incident on systems or applications subject to a specific follow-up (nature and description, priority, technical solution, progress analysis, expected resolution lead time etc.)?|4|||E2|16.1.1||
08F| Control of administrative rights|||||||
08F01|Control of administrative access rights granted on systems|||||||
08F01-01|Have profiles been defined, within IT operations staff, corresponding to each type of activity (system administration, administration of security equipment, system monitoring, management of data storage and backup functions etc.)?|1|||E1|6.1.2; 9.2.3; 9.2.5|10.1.3; 11.2.2|
08F01-02|For each profile have the necessary rights and privileges been defined? |4|2||E1|6.1.2|10.1.3|
08F01-03|Does the process of attributing special rights require the formal authorization of management (or the manager responsible for external service providers) at a sufficiently high level?|4|2||E2|6.1.2|10.1.3|
08F01-04|Is the process of attributing special rights allocated only in relation to the profile of the holder?|4|2||E2|6.1.2|10.1.3|
08F01-05|"Is the process of granting (modification or revocation) of special rights to an individual strictly controlled?
A strict control requires a formal recognition of the signature (electronic or not) of the requestor, that there be a tight control of access in order to attribute or modify such rights and that any modification of special rights be logged and audited."|4|2|3|R1|9.2.3; 9.2.5|11.2.2|
08F01-06|Is there a systematic process of removal of special rights at the time of departure or role change of IT operations staff?|2|||E2|9.2.5|11.2.4|
08F01-07|Is there a regular audit, at least once a year, of all special rights attributed ?|1|2||C1|9.2.5|11.2.4|
08F02|Authentication of administrators and operational personnel  |||||||
08F02-01|"Is the authentication protocol used for administrators or holders of special rights considered to be secure?
An authentication protocol is considered secure if it is not susceptible to being broken by a listening device on the network or rendered inoperable by specialists tools (in particular password crack tools ). Such security usually uses cryptographic methods."|4||4|E2|||
08F02-02|"Are the rules, for instance in the case of passwords, considered to be very strict?
Strict rules impose the use of tested non-trivial passwords, using a mixture of different types of characters and of a reasonable length (ten characters). It is desirable that these rules have been approved by the Information Security Officer"|2|||E2|||
08F02-03|Is there a consistent control of the administrator's rights, of its context, and of the suitability of this context with the requested access, as per formal rules of access control?|4|||E2|||
08F02-04|"Are authentication parameters under strict control?
A strict control requires that the list of people able to change authentication rules, the credentials themselves and the surveillance rules of connection attempts be strictly limited, that there be a reinforced access control in order to be able to modify these rights and that any modification of these rights be logged and audited and that there be a general audit at least once a year of all authentication parameters."|4|2||R1|||
08F02-05|"Are the processes that guarantee authentication under strict control? 
A strict control requires that the software used has been validated and undergoes a regular test for integrity (seal) and that there is an audit at least once a year of the authentication procedures and processes."|4|3||R1|||
08F02-06|Is there a regular audit of the privileged profiles effectively granted?|4|3||C1|9.2.5|11.2.4|
08F02-07|Is there a regular audit of the procedures of granting privileged rights and the security parameters attached to protecting profiles and rights?  |4|3||C1|||
08F03|Surveillance of system administrators' actions|||||||
08F03-01|Has a detailed analysis been carried out of the events and operations carried out with administrative rights which may potentially have an impact on system security (configuration of security systems, access to sensitive information, usage of sensitive tools, download or modification of administrative tools etc.)?|2|||E2|12.4.3|10.10.4; 10.6.1|
08F03-02|Are these events recorded as well as all parameters which may be useful for their subsequent analysis? |4|||E2|12.4.3|10.10.4; 10.6.1|
08F03-03|Is there a system able to detect any modification or deletion of a past record and to immediately trigger an alarm to a manager? |4|2||E3|12.4.3|10.10.4|
08F03-04|Is there a summary of these records enabling management to detect abnormal behavior?|4||3|E3|12.4.3|10.10.4|
08F03-05|Is there a system enabling the detection of any modification of recording parameters and to immediately trigger an alarm to a manager? |4|2||E3|12.4.3|10.10.4|
08F03-06|Does any inhibition of the recording and processing of the logged events system trigger an alarm to a manager? |4|||E3|12.4.3|10.10.4|
08F03-07|Are all records or summary analyses protected against any falsification or destruction?|2|||E2|12.4.3|10.10.4|
08F03-08|Are all records or summary analyses kept for a long period?|2|||E2||10.10.4|
08F03-09|Are the procedures, which record and process privileged operations, regularly audited? |2|||C1||10.10.4|
08G|Audit and control Procedures relative to Information Systems|||||||
08G01|Operation of Audit Control|||||||
08G01-01|Have requirements and enforced procedures for the audit of IT systems been enacted by Management?|4|||E2|12.7.1|15.3.1|
08G01-02|"Are the rules related to Information System audits, relevant procedures and associated responsibilities defined and documented?
The restrictions concern the type of access to data and applications, the authorized controls and processing, the deletion of sensitive data obtained, the flagging of certain operations, ... and the empowerment of the individuals conducting the audits. "|3|||E2|12.7.1|15.3.1|
08G01-03|Are the auditors independent of the concerned activities?|2|||E2|12.7.1|15.3.1|
08G01-04|Are audit operations conducted for critical data recorded?|2|||E3|12.7.1|15.3.1|
08G02|Protection of Tools and Audit Results|||||||
08G02-01|"Are the audit tools protected to avoid any unauthorized or malevolent use?
This applies particularly to intrusion testing and vulnerability assessments."|3|||E2||15.3.2|
08G02-02|Are the audit results protected against any modification or disclosure?|3|||E2||15.3.2|
08G02-03|"Are the auditors' activities delimited?
Such a delimitation is especially recommended regarding external auditors"|2|||E2||15.3.2|
08H|Management of IT related archives|||||||
08H01|Organization of the management for IT archives|||||||
08H01-01|Is there an organization in charge of archiving IT files that require to be kept over a long period? |4|||E2|||
08H01-02|Is there a procedure forcing users to use this archiving service for all the files that require to be kept over a long period? |4|||E2|||
08H01-03|Has a list of conditions been established and updated by each owner of data requiring to be archived concerning the archiving rules?|4|1||E1|||
08H01-04|"Are the requirements for external (legal and regulatory) and internal archiving defined and tackled by the entity owning the data and accepted by the top management at the highest level? 
The consequences (legal, financial, image) of non compliance (partial or total) of the archiving requirements must be endorsed by the board of managers."|4|||E1|16.1.7; 18.1.3|13.2.3; 15.1.3|
08H01-05|"Are service agreements negotiated with the IT department, considered as agents only for the data?
Each agreement must state the requirements: content of the archives, retention duration, durability, capacity to trace, imputability, non disclosure, procedures and delay for disposal, administrative constraints, etc.
A clear separation must be stated between the content of the archives, under responsibility of the owner of data, and the container (media, disks, tapes, cartridges) under the responsibility of the IT department."|4|1||E2|18.1.3|15.1.3|
08H01-06|Are the resources necessary for archiving the data known and financed over the longer term?|2|1||E2|18.1.3|15.1.3|
08H01-07|Are there regular readability tests of the archives?|4|||C1|||
08H01-08|"Are the possible modifications resulting from technological or regulatory evolutions, that may modify the content or the containers of the archives,  taken into account, documented and accepted by the management? 
These evolutions cannot be avoided on the long term and all the external regulations must be respected in order to guarantee the conformity of the data to the original ones."|4|2||E2|||
08H01-09|Is the existence of the hardware and software tools for the processing of the archives regularly controlled?|2|||C1|||
08H01-10|"Is there a regular control of the procedures stated for the archiving and any deviation related to the data owners? 
The controls must also look for eliminating the possibilities of fraud involving the persons in charge of the operations as well as those who may have an access to the contents or the containers. "|4|2||C1|||
08H01-11|Are all the procedures concerning the archiving policy audited regularly? |4|3|||||
08H02|IT Archives access management|||||||
08H02-01|Have the requirements and procedures to be followed to access the archives been specified by management? |2|||E2||15.3.1|
08H02-02|Does each archive or set of archives have a designated owner?|4|||E2|||
08H02-03|Are requests for extracts from the archives accepted only from the designated owner? |4|2||E2|||
08H02-04|Is a request from the owner subject to authentication? |4|2||E2|||
08H02-05|Is this authentication check considered to be strong?|4|3||E3|||
08H02-06|Given that users do not have access to the archives, does the archival department always keep the original version? |4|3||E3|||
08H02-07|Is access to the archives by archival personnel subject to strong authentication? |4|3||E3|||
08H02-08|Is each access recorded in a secure manner?|4|3||E3|||
08H02-09|Is transfer of an archive or of a copy to the requester carried out in a secure manner? |4|3||E3|||
08H02-10|Are the conditions of access to the archives and the associated security systems audited regularly|3|2||C1|||
08H03|Management of IT archive safety|||||||
08H03-01|Are the archive storage locations equipped with suitable fire detection and extinction systems and water leakage detection and evacuation? |3|2||E2|||
08H03-02|Are the archive storage locations equipped with an access control system backed up with intruder detectors?|3|||E2|||
08H03-03|"Are the archive storage locations under video surveillance when not occupied?
"|2|3||E2|||
08H03-04|"Are the archive storage locations under permanent video surveillance?
"|2|3||E2|||
08H03-05|Are archive media labeled without reference to the content?|3|||E2|||
08H03-06| Are the index tables used to associate content to an archive media number  inaccessible to the staff managing the archive media?|3|3||E2|||
08H03-07|Are these index tables backed up?|3|3||E2|||
08H03-08|Does stopping or interrupting the safety systems (fire, water, access control, intrusion detection) cause an alarm at a monitoring center for rapid intervention?|3|3||R1|||
08H03-09|Are the storage conditions for archives and the associated safety systems audited regularly?|3|2||C1|||
